TradingDate,AAA,ACB,AGG,ANV,ASM,BCG,BCM,BID,BMP,BVH,BWE,CII,CMG,CRE,CTD,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DXG,DXS,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NVL,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SAM,SBT,SCR,SCS,SHB,SJS,SSB,SSI,STB,SZC,TCB,TCH,TMS,TPB,VCB,VCG,VCI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSH
1/17/2023,7400,17752,29750,29363,8930,7310,82373,39889,53494,47448,38868,13983,31695,8190,28388,27384,54244,15700,23940,55843,39143,35929,15500,35245,12878,4957,18891,69670,56951,13277,83799,14576,14000,46546,15473,16303,14231,22937,26240,10941,19682,13860,13002,53975,25250,60916,24364,36050,11574,16100,13300,97500,42641,15500,26038,25600,14000,11867,16450,22349,12739,40697,35324,85844,12150,11449,41607,20950,18287,50599,89965,6080,12409,5700,68277,9406,46800,28146,19627,26550,19772,28124,7106,40468,14891,75695,18637,29449,55530,52000,16845,55200,6609,110600,13967,76721,17739,51988,29850,29559
1/18/2023,7580,17892,29850,29943,9550,7480,83359,40022,52665,47253,38996,14175,32087,8620,28688,27518,57719,16750,24214,56223,41848,35600,16550,35413,13399,5209,18856,70859,59195,13530,83880,14717,14350,47321,15718,16269,14396,23646,26560,11072,19727,13765,12615,53975,25450,61113,25273,36150,11613,16224,13400,99900,44523,15450,27266,25377,14150,11801,17000,22175,12920,40985,35939,86332,12150,11531,41700,20850,18332,50672,89965,6200,12773,6090,68184,9406,46800,28188,19771,26800,20072,28221,7270,42383,15279,76203,19000,29252,55611,52500,16845,56700,6609,112300,14186,77100,17784,51890,29300,29733
1/19/2023,7590,18243,29850,30039,9880,7350,83162,40776,52582,48717,38783,14031,32556,8560,29063,27831,56753,16850,24350,56887,42487,35647,16500,35455,13257,5288,19139,71284,59972,13751,84041,14811,14400,49552,16013,16576,14437,23684,27000,11028,19227,13765,12857,53975,25200,61801,25091,36250,11613,16266,13450,102000,45167,15500,28052,25377,14050,11867,16900,22175,12785,41851,35939,86722,12200,11654,41887,21000,19231,51259,89340,6200,13091,6100,68184,9449,47000,28229,20397,26800,20072,28221,7251,42921,15538,78743,19273,29547,56581,52200,16845,57400,6739,114500,14713,77100,17649,51988,29650,29907
1/27/2023,7790,18489,29850,30039,9780,7450,84050,39534,52997,49791,39209,14175,34043,8650,29625,27160,58587,17100,24761,56033,42881,36164,16150,35497,13351,5288,19033,71369,62992,13308,87016,15377,14700,50327,16553,16576,14602,23310,27040,11685,19546,14143,13195,53694,26950,61506,25137,36350,11652,16349,13600,103700,45464,15750,28003,25154,13950,12467,17150,22523,12378,44016,36033,91697,12200,11654,42913,20900,18872,53165,92900,6360,13091,6200,68554,9491,48000,28313,20156,26650,21339,28173,7299,41691,15862,78743,19637,29104,56258,53300,17176,59200,6957,116200,14318,75867,17830,52184,30300,30125
1/30/2023,8330,17822,29750,29508,9690,7600,83655,39489,55734,49303,41667,14606,33652,9000,29475,26623,58780,16700,24989,55463,42094,36352,17000,36294,13635,5146,18362,71114,63941,13277,85730,15283,14250,50037,16210,16576,15056,24916,26680,11466,19773,14143,13340,54351,26550,61014,25228,36050,11264,15975,13450,102000,45761,15750,28888,24396,13950,12367,17300,22175,12378,43006,35040,89941,12350,11695,43846,20550,18782,53899,91408,6410,13227,6380,67999,9237,48000,28146,20204,25850,21039,27833,7550,41537,15473,76118,18955,28858,56339,51500,16955,57700,6757,113000,14274,75298,17422,51988,29800,30821
1/31/2023,8220,18278,29700,30861,9800,7700,83655,40022,53909,49206,41492,14702,33730,8940,29475,27294,59842,16800,25536,57267,43274,36258,17500,36671,14109,5446,18362,70944,63682,13909,85488,15566,14650,51394,16406,17190,15386,25552,27360,11903,20091,14664,13872,53975,25900,60817,25455,36200,11497,16224,13500,101100,46058,15900,28691,25689,14200,12534,17400,22697,12513,43776,34804,87990,12400,11736,43706,21000,19231,54705,90927,6360,13409,6450,67814,9321,48000,28105,20781,27100,21339,28512,7501,41844,16186,77812,19864,29449,57309,50900,17323,57100,6870,116300,14538,73117,17603,52086,29700,31866
2/1/2023,8250,17682,29600,28736,9120,7260,82866,37981,51089,48815,41228,13696,32556,8800,27413,25952,58877,15650,24305,56982,40619,34943,16300,35371,13162,5446,18150,69670,60662,12961,85730,14623,13750,49940,15276,15996,15675,23796,26200,11072,19182,13860,12905,53975,24300,60325,24091,36150,10720,15685,13000,95200,46653,14800,27315,24619,14550,12067,16350,21131,12559,41948,34283,84576,11950,11736,41980,19700,17928,53605,89965,6230,14318,6000,67352,8982,47700,27897,19386,25650,19872,27348,7328,41844,15344,75441,18500,27429,55530,48000,17360,55200,6392,113900,13527,73212,16563,51792,28000,31866
2/2/2023,8300,17541,29550,28591,8800,7150,82866,38291,49762,48766,41228,13265,33182,8500,27563,26131,59070,14800,24396,56128,39832,34614,15600,35748,12736,5525,17867,69585,60921,12645,86051,13915,13550,51394,14982,16030,15139,22937,25600,10678,19364,13718,12760,53975,23000,59144,24182,36000,10603,15726,12900,96700,49426,14100,27315,23994,14200,12534,16350,20479,12423,41803,34236,83405,12000,11654,41887,19650,17074,53092,90206,6140,14318,5860,67444,8855,46500,27814,19386,26150,19405,27154,7039,41844,15473,76711,18046,27085,54156,47900,17360,55800,6305,112000,13264,72738,16653,51988,28850,32301
2/3/2023,8100,17190,29600,28204,8730,7100,82866,38469,49430,48522,41053,13361,33652,8200,27675,25997,59649,14900,24305,55843,40619,34755,15650,35916,12688,5541,17867,68055,61611,12455,84604,13774,13600,52946,15129,16098,15304,22862,25760,11422,19182,13907,13244,53975,24000,58849,24500,36300,10798,15436,12150,96500,47346,14100,27217,24128,14950,12934,16100,20262,12378,41803,35276,80088,12150,11695,42353,19300,17344,51699,92755,6100,14637,6000,69295,8855,46900,26442,19001,26050,19471,26282,7087,40691,15538,78743,18727,26789,54964,48100,17874,56000,6374,109100,13264,72074,16517,51792,29200,31997
2/6/2023,8250,17471,29550,28591,8890,7080,82866,39933,48518,49401,40834,13313,33261,8260,27750,26758,58105,14900,24259,55083,40373,35131,15900,36168,12783,5572,18221,68395,62992,12297,85247,14245,13800,54497,15325,16235,15262,23310,26240,11335,19227,13765,12954,53412,24300,59046,24864,36400,10798,15519,12850,96300,46702,14100,27217,25020,15400,12934,16250,21653,12423,41851,36695,81747,12550,12022,41793,19350,17209,53459,94006,6060,14182,6300,68369,8855,47450,26483,19242,25700,19205,27106,7415,41383,15603,81283,18637,26839,55449,47950,17396,56000,6609,109500,13308,73402,16744,51595,29500,31866
2/7/2023,8200,17261,29550,29218,8890,6890,82866,38868,49182,48034,40790,12930,32321,8200,27000,26131,58780,14000,23712,52804,40324,34473,15000,35790,12026,5841,17656,68565,65667,11823,85488,13962,13600,51976,14540,15894,14850,22526,26000,10547,17955,12819,12567,52567,23400,58652,24728,36300,10526,15228,12600,94100,45266,13150,27217,25065,14600,12401,15700,21653,11565,40312,36884,81064,12200,12186,41747,19350,16625,53899,91986,5950,13227,6090,67352,8601,45650,26566,18328,25750,18671,26573,7203,40614,15797,77896,17591,26789,54156,46800,16955,55000,6374,109400,12605,72169,16246,51399,28550,32084
2/8/2023,8240,17296,29150,29846,8830,6920,83359,39489,50592,48083,40790,13265,32830,8140,26963,26758,59166,14350,23986,52234,41012,34708,14950,36252,11836,5888,17267,68990,64976,12076,86293,13632,13650,50521,14490,16473,15097,22526,25600,10897,18955,13670,12760,53412,23400,58652,24546,36400,10798,15270,12700,93500,44077,14000,26529,25065,14300,12067,15800,21870,11158,39975,35182,80869,12250,12022,41793,19500,17164,53899,94872,5980,13227,6200,67999,8601,46800,26608,18761,25000,18805,27009,7154,41460,15927,79759,17955,27577,52863,46600,17065,54400,6470,108000,12825,71884,16246,51595,28500,32214
2/9/2023,8620,17190,29000,31923,9200,6870,83557,39046,50426,48180,41228,13169,32830,7860,27038,26310,58684,14350,23621,52424,40176,34755,14800,35748,11647,5841,17408,68565,63596,11886,86936,13821,13650,52170,14687,16405,15015,21965,25120,11072,18727,13481,12664,52567,23500,57865,24500,36350,10798,15311,12650,91800,43582,13650,26185,24976,14150,12334,16150,21957,10887,40408,35844,80869,12000,12186,41514,20850,17524,53165,93236,5940,13227,6080,67999,8601,46700,26608,18617,24450,18771,26476,7193,40768,15700,78743,18046,26789,54964,45300,16912,54200,6461,101900,12649,71126,16291,51301,28200,32389
2/10/2023,8380,16980,28400,32792,8910,6500,83359,38114,49762,48620,41141,12834,32478,7310,26588,26042,58780,14000,22982,52234,39045,34285,14200,35161,10984,5509,16208,68565,61870,11633,85328,14009,13650,51006,14392,16166,14974,21779,24080,10722,18637,13623,13002,53506,22250,60817,25000,36650,10914,15187,12550,91200,41700,13500,26284,25065,13750,12067,15900,22392,10887,40071,36222,81259,12000,12186,41047,20300,16984,52432,91120,5880,13318,5850,68647,8559,45650,26566,18280,23650,18871,26136,7019,41383,15247,80013,17546,26198,53833,45400,16143,54000,6226,102000,12298,71979,15839,51988,28200,32040
2/13/2023,7800,16769,28400,30522,8290,6050,82669,39401,49099,47351,39825,12068,32791,6800,24750,26086,55595,13600,22709,49575,38357,32782,13250,35706,10227,5304,15078,68565,62043,11064,85167,13349,12800,50424,13754,15484,14891,20471,22880,10284,18364,13623,13824,53412,21900,60621,23637,36550,10759,14938,12200,92900,42096,13500,25350,26046,12800,11234,15400,21305,10164,38965,35844,81454,11700,11777,39648,20600,16625,51699,92322,5870,12727,5500,67722,8305,45800,26400,17799,24500,18071,25797,6749,41152,14891,79166,17000,24623,50115,44400,15528,53400,5792,103100,11814,71410,15386,51693,28500,31779
2/14/2023,7980,16734,28400,30233,8500,6050,83359,38513,51421,47936,40790,12116,32791,6700,25125,25684,55016,13650,22937,50334,38553,34238,13250,35748,9706,5138,15608,68650,62992,11317,84925,13208,12500,50133,13901,15552,14561,21741,23360,10547,18727,14049,13582,53318,22450,60030,24182,36600,10642,14813,12250,92900,42096,13800,25645,25645,11950,11567,15300,21218,9577,39109,35939,80088,11850,11818,39694,20600,17299,51552,90446,5850,12909,5530,66889,8338,45800,26359,18184,24400,17971,26039,6749,40768,15214,78320,17137,24967,51246,42750,15758,52900,5878,102800,12210,70841,15115,51399,28000,32171
2/15/2023,8190,17226,28500,31488,8590,6290,83754,39046,51421,48229,40878,12547,32556,6990,25725,25863,55016,14100,23165,50904,39094,34379,14000,36210,10369,5470,14831,69330,63423,11570,86132,13349,12800,50133,14245,15928,14685,22302,23920,11247,18909,14285,14452,53037,23000,59144,25000,36950,10681,14938,12300,93000,42344,14100,26431,25868,11150,11467,15500,22175,9848,39735,36648,79991,12000,11981,39928,21150,17703,51699,90927,5900,13182,5850,67537,8466,45100,26483,18376,23350,18671,26573,6942,41152,15409,78743,18318,25706,51570,42500,15912,52900,5957,102700,12298,72074,15567,51399,28350,32214
2/16/2023,8290,17401,28600,32261,8680,6440,83853,39933,51836,48913,40878,12834,32321,7080,26063,26579,56464,14450,23165,50619,39979,34567,14200,36071,10558,5572,15537,69330,63251,12076,86775,13679,13050,50618,14490,16610,15262,22563,24400,11510,19364,14995,14501,51159,23950,58849,25273,37150,10875,15145,12400,92900,42889,15050,28102,25734,11500,11401,16000,22566,9939,40504,36884,80576,12350,11940,40581,22100,18332,52065,91264,5940,13409,5900,67352,8559,45500,26566,18761,23900,19238,27057,6942,40768,15538,78235,18637,26592,51650,42500,16066,53400,6244,102800,12825,72548,15839,51400,28400,32389
2/17/2023,8300,17401,28800,31682,8640,6720,83754,40643,50426,49206,40965,12930,32282,7090,26288,26534,55788,14300,23119,50334,39242,34567,14200,35192,10558,5636,16272,69330,63855,11949,86212,13868,12900,50521,14441,16507,15221,22376,24520,11685,19091,14664,14307,50033,24000,57865,25273,37300,11264,15021,12500,91300,42839,15200,28102,26224,11650,11501,15850,23305,9893,40504,36506,80966,12400,12022,39974,22050,18243,52212,90013,5930,13455,6080,67074,8559,45100,26566,18713,24400,19338,26960,7000,41152,15441,78743,18955,26543,51812,43300,16527,53500,6252,102600,12693,72074,15658,51600,28400,32780
2/20/2023,8880,18103,30000,32551,9120,7000,84839,41885,50757,49987,40790,13696,32791,7510,27900,27250,58105,14950,23803,51949,40127,35178,15150,35516,11268,5825,16230,70349,65580,12771,87660,14293,13550,51879,15178,17633,15510,23534,25480,11903,19909,15326,14936,50033,24450,57865,25728,37600,11652,15685,13000,94500,43879,15750,28986,26314,12450,11767,16500,24349,10571,41851,37263,82430,12650,12145,41234,22500,18602,53459,91504,6290,13818,6500,67074,8898,45200,26857,19964,25700,20472,27736,7482,40768,15927,79420,19727,28365,52540,45200,16912,54100,6644,102600,13571,73497,16563,51500,29350,33738
2/21/2023,8850,17892,29900,33807,9080,6920,84346,41042,51255,49303,40746,13600,32791,7460,28163,26713,57429,14650,23484,51854,41110,36211,15300,34684,11173,5604,17120,70349,65408,12581,87097,14151,13250,51879,15080,17735,15675,23086,25040,11903,19637,14948,14501,49563,24000,57275,25546,37650,11419,15436,12900,93800,44077,15300,28495,25600,12850,11601,16250,23827,10571,41563,38397,82430,12450,12267,40767,22200,18243,53459,91649,6100,13637,6630,67629,8771,45200,26816,19675,25350,20005,27542,7617,41152,16056,79759,19546,27971,52135,45200,16758,54300,6479,102500,13308,73212,16110,51700,29600,33782
2/22/2023,8600,17436,29500,31488,8700,6670,83359,39933,50592,48815,41053,12930,31304,6990,27375,25863,55016,14000,22618,50334,40815,35412,14300,33389,10416,5438,16696,69500,64890,11886,86051,13774,12500,51879,14294,16507,15262,22040,23600,11685,19273,14191,13630,47968,23200,56586,24364,37500,10953,15145,12450,91000,42592,15150,26628,25332,12000,11267,16100,23392,9939,39927,36128,80966,12000,12063,39741,21300,17793,52359,89965,5920,13182,6770,67629,8559,45400,26525,18569,24700,18605,26670,7424,40768,15247,78743,18773,26592,50680,42600,16143,53000,6113,100800,12561,71600,15793,51700,28100,33433
2/23/2023,8830,17822,29300,32841,8620,6580,83458,40421,50509,48424,40439,12930,32008,6850,26625,25952,55981,13950,22800,49385,40225,35412,14250,32372,10321,5446,16611,69160,65063,12012,85086,13679,12500,50618,14540,17087,14891,22787,23760,11816,19546,14948,14549,47217,22950,55995,24228,37550,10992,15062,12500,87600,42592,15600,26529,26046,11800,11567,16250,23479,9848,39542,36270,80088,12200,12063,40114,21800,17838,51332,90013,6000,13136,6740,67722,8559,45100,26442,18953,25000,18805,27106,7232,41152,15538,78997,19000,27380,48498,42000,16527,53000,6087,98200,12737,71789,15884,51300,26500,33520
2/24/2023,8710,17261,29300,31392,8470,6410,82965,39578,49845,47741,40307,12594,31734,6630,26250,25281,54823,13600,22481,48055,39192,35506,13800,33111,9800,5454,16230,68650,62733,11633,85649,13491,12000,49940,14048,16371,14437,22451,23240,11335,18909,14380,14549,47874,22350,54913,23637,37600,10953,14689,12200,85900,41700,15000,25596,26046,11400,11234,16100,23740,9532,39013,35655,79015,12000,12022,38902,20800,17389,51332,90927,5890,13273,6990,68277,8440,44800,26275,18280,24300,18338,26427,7058,41537,15214,79166,18318,26001,48175,41000,16143,52900,5896,96200,12298,70841,15522,51100,26500,33782
2/27/2023,8700,17015,29300,29218,8250,6200,82274,39267,49596,47058,39035,12403,31226,6410,25125,24654,53472,13200,21523,46915,36881,34285,13200,32233,9289,5446,15425,68225,60921,11064,83639,13066,11500,47224,13704,15518,13942,22302,22400,10984,18273,13623,14162,46935,21100,54126,23137,37600,10720,14316,12000,79900,40115,14200,25743,25422,10750,10901,15600,22784,9216,38965,35040,74235,12000,12022,39368,21000,17029,50232,89147,5800,12727,7000,67074,8296,44500,26192,17558,23600,17738,26185,6749,41075,15053,78574,17455,24819,45265,40900,15797,52500,5739,98500,11771,71315,15386,50800,25750,33651
2/28/2023,8690,17120,29300,29460,8300,6210,82570,39134,49596,47351,39211,12403,31774,6480,25238,24520,52989,13100,21432,47580,35898,34849,13500,32372,9469,5328,15255,68395,59540,11285,83237,13208,11500,47418,13704,15484,14066,22488,23520,10678,18182,13765,13534,46935,21250,54519,23137,37800,10836,14316,12050,82000,39620,14150,25252,25600,10600,10834,15600,23653,9125,38773,35276,75016,12100,12104,39181,21200,17389,50455,90446,5840,13273,6510,66982,8296,44500,26400,17558,23750,17738,25700,6740,40998,15085,79166,17455,25312,45265,41500,15797,52600,5713,100000,11814,71600,15431,51000,26700,33694
3/1/2023,9100,17647,29300,30812,8480,6410,83162,40510,50757,48278,39386,12834,32008,6550,26700,25281,55016,13650,21523,47770,37127,35412,12600,32233,9753,5130,15255,68395,61870,11918,84523,13585,11750,48970,14147,16371,14602,22675,24000,11422,19000,14711,14114,46935,22300,55110,22409,37800,11108,14647,12400,80500,40412,15100,24761,26091,10250,10701,15900,24784,9396,39446,36553,75699,12350,12186,39648,22000,18602,50604,92611,5900,13455,6580,67074,8474,44500,26650,18232,25400,18338,26476,6913,40768,15538,78743,18546,26937,46154,41200,16220,52700,6018,101500,12517,72928,15793,51400,26800,33694
3/2/2023,9050,17576,29300,29750,8300,6510,82866,41175,50426,47839,39079,12690,31656,6500,26288,24878,54244,13500,21888,48435,36586,37291,12600,32233,9611,5075,15552,67970,61180,11759,84443,13821,11750,48776,13999,16030,14850,22638,24000,11378,18727,14664,13969,46888,22350,55011,22637,37800,11186,14440,12350,79000,39917,15350,24810,27473,10350,10801,16250,24131,9487,39302,36553,78332,12700,12676,39135,21700,18916,51125,90967,5830,13818,6620,67167,8389,44300,26608,17943,25600,18138,26379,6884,40306,15409,78912,18137,26494,45750,41100,16143,52800,5913,101600,12210,72548,15658,51600,26200,34304
3/3/2023,8700,17190,29200,29267,8310,6330,82373,40732,49679,47302,38948,12451,30756,6300,26325,24878,53954,13350,21523,47770,36193,36821,11750,32094,9564,5012,15255,66696,59972,11538,84041,13491,11500,47612,13852,15621,14685,22115,23880,11422,18500,14474,14162,46888,21500,54421,22137,37700,10992,14233,12100,76000,39026,15350,24564,26715,10350,10734,16050,23479,9487,38965,36695,77455,12350,12635,39181,21650,18422,49935,90435,5810,13182,6250,67537,8288,43800,26566,17751,25000,17671,25991,6788,40306,15150,76965,17818,25410,45992,40950,15874,52700,5783,101200,11946,72074,15386,51400,26000,33956
3/6/2023,8800,17050,29200,28880,8350,6360,82570,40643,49513,46862,39035,12690,31656,6740,27038,25370,54244,13350,21158,48055,35406,37009,12550,31724,10227,5209,15467,66441,60317,11633,83397,13396,11600,47467,13950,15825,14850,22302,24000,11422,18546,14522,14162,45996,21550,54126,23546,37950,11069,14357,12200,74400,39026,15500,25154,26224,11050,10667,16050,23523,10119,39061,36790,76577,12450,12513,39088,21600,18692,49860,89468,5810,13273,6680,67074,8406,45400,26733,18039,24900,17738,26379,6923,40768,15182,77050,18000,25657,45588,42100,15835,52600,5870,96300,12166,71126,15477,51600,26150,33956
3/7/2023,8800,17190,29200,29315,8400,6300,82866,41619,49762,47155,38816,12738,31578,6600,27000,25952,54340,13300,21158,48055,34521,37385,11950,31447,9942,5130,16526,66951,60317,11886,84041,13491,11700,48000,14147,16439,15262,22825,24000,11641,19182,15231,14887,45996,21800,53830,23455,38000,11147,14440,12200,78300,39323,16500,25154,26492,10850,10667,16050,24131,10210,39109,36884,77357,12550,12554,38855,21900,18961,50158,90387,5810,13273,6540,66797,8449,45350,26941,18665,25000,17871,26282,6865,40768,15214,77812,18273,26494,44942,42300,15835,52700,5896,97100,12473,71884,15748,51600,26600,33912
3/8/2023,8900,17541,29150,30571,8450,6430,83359,42595,49845,47839,39035,12930,31852,6800,27600,26310,55499,13500,21113,48055,34275,37291,12200,31447,10605,5107,17289,67545,62474,12139,85167,13585,11900,49746,14245,16951,15345,22825,24400,12166,19273,15373,15081,46747,22850,53240,23546,38050,11380,14606,12300,80400,39026,16700,25252,26581,11050,10701,16200,24523,10706,39302,36790,78040,12750,12635,39088,22650,19321,50604,90193,5800,13546,6780,66797,8516,44800,27024,19050,25350,18271,26476,6942,40460,15506,78066,19091,27676,44861,42350,15912,53000,5957,98300,12912,72548,16427,51300,27250,33912
3/9/2023,9000,17787,29150,30474,8600,6440,82866,42285,49347,48278,39035,13217,31695,6880,28613,26310,55499,14250,21250,49290,36635,38042,12100,31585,10605,5107,17289,68480,62560,12107,85890,13962,12500,49746,14883,16780,15262,23758,24640,11991,19273,15373,14887,46466,22800,53043,23637,38100,11497,14772,12400,80800,39620,16650,25252,26938,10950,10967,16700,24088,10842,40312,36884,77942,13000,12594,39088,22400,19051,50604,90193,5820,13682,6680,66797,8728,44500,27107,19050,26500,18905,26960,6981,40383,15862,78743,19000,27577,45669,42400,16297,53000,6035,101800,12912,72548,16472,51500,27000,33782
3/10/2023,9180,17471,29150,31054,8550,6470,82669,41841,49016,48034,39211,12930,32087,6660,28463,26131,55016,14150,21660,49954,36390,38935,11800,31909,10653,5028,17374,67545,62129,12139,86051,13774,12400,49455,14736,16576,15262,23310,24360,11641,19364,15515,14404,45996,22500,53043,24091,38300,11458,14730,12300,83900,39372,16700,24859,26403,10650,10801,16800,24305,10616,39446,36080,77064,12950,12513,38155,21900,18647,50753,89758,5810,13364,6510,65686,8559,44950,26941,19050,26000,18638,26330,6836,40229,15538,77981,18727,27429,45992,42850,16104,53100,5922,100600,12737,72928,16563,51400,28000,33694
3/13/2023,9180,17190,29150,30667,8420,6340,82570,41042,48518,48327,38948,13265,31930,6800,28050,26221,54340,13700,22025,49195,35504,38512,11600,31585,10605,4783,17035,67036,61093,12139,86936,13726,12300,48776,14687,16371,15221,23235,23680,11597,19182,15326,14404,45996,22200,54027,24091,38350,11458,14523,12100,84500,39026,16400,23975,26135,11000,10601,16600,23871,10661,38965,35986,78235,13150,12513,37409,21900,18872,51051,90435,5800,13182,6560,63836,8423,45000,26941,18905,25000,18238,25942,6798,40306,15732,77473,18318,27971,45265,44750,15912,53300,5887,100700,12737,72928,17558,51600,29100,33782
3/14/2023,8850,16875,28950,29267,8110,6180,81978,39977,47938,47546,38685,13073,30834,6750,27150,25952,53472,13300,21614,49005,34078,36727,11000,30707,10084,4941,16399,66866,60058,12297,86614,13255,11900,48970,14048,15621,14891,22302,22880,11247,18455,14711,13872,45715,21350,55011,23455,37900,11380,14274,12000,83600,38233,15450,23483,25868,10700,10334,15900,23653,10661,38003,35087,78723,12850,12226,36896,20600,17793,50679,91886,5800,12773,6320,64761,8457,44800,26857,18328,24400,17771,25506,6682,39998,15668,77050,17455,26888,44457,44750,15566,53000,5852,101700,12298,72643,17558,51600,28800,33782
3/15/2023,9250,17401,28900,30426,8440,6400,82077,41530,48518,48132,38772,13792,32321,7200,28200,26400,54630,13850,21888,49860,35013,37385,11750,31262,10747,5115,16950,68395,61697,13150,86051,13632,12450,49067,14932,16712,15262,23273,23640,11772,19364,15657,14597,45715,22500,55208,24137,38100,11652,14772,12250,84700,39620,16350,24515,26314,11350,10667,16500,24523,11068,38869,35608,78820,13500,12390,37176,21450,18916,51200,91644,5860,13273,6700,64669,8686,44100,27065,19579,25350,18538,26379,6933,39998,15959,77388,18409,28759,45507,46000,16450,54000,6261,104900,13132,73117,17920,52600,28500,33694
3/16/2023,9000,17120,28550,29508,8220,6270,81090,41042,47357,47448,38948,13409,32087,7090,27675,25907,54630,13400,21341,49385,34127,37197,12000,30614,10842,5044,16992,67291,60403,13087,84121,13443,12100,48970,14589,16337,14726,22675,23680,11422,18955,15231,14307,45996,22200,54421,23864,38150,11535,14482,12050,83800,39026,15750,23827,25868,11150,10434,16150,24175,11023,38292,34378,78528,13250,12267,36942,20600,18377,50604,92370,5800,13046,6490,63374,8559,44000,26774,19386,24600,18104,25942,6798,39998,15959,77050,18091,28661,45103,44500,16066,53300,6087,102000,13000,72453,17603,52400,28950,33738
3/17/2023,9060,17085,28550,29460,8260,6280,81288,41087,47606,48815,38948,13504,32165,7060,27900,25952,54244,13350,21888,49860,34373,37197,12450,31354,11079,4894,16569,67121,59454,12961,83397,13491,12350,47709,14638,16200,15262,22638,23920,11378,18546,15326,14307,45996,22200,52059,24318,37800,11574,14482,12150,83500,39026,15700,23434,25868,11500,10401,16300,24088,11023,38243,33480,77064,13400,12349,36942,20800,18557,50604,92853,5800,13273,6480,63374,8686,44000,26816,19531,25050,18071,25845,6778,39998,16380,75356,18227,29005,46881,43350,16104,53200,6331,108900,13176,70651,17830,55900,29500,33956
3/20/2023,8800,16840,28500,28977,8190,6160,80498,40244,47606,47839,38597,13696,31539,7000,27488,25057,53568,13300,22435,48055,33439,36633,11700,30984,10511,4752,15891,65931,56951,12581,82834,13113,11850,48388,14097,15825,14685,22339,23280,11247,18182,14853,14114,46419,21900,53043,23409,37500,11225,14357,11950,81500,37738,15150,22403,25422,11100,10234,15850,23653,10661,37329,33480,78040,12850,12308,36849,19550,17883,49637,91402,5800,12773,6400,62448,8474,44200,26691,18761,24200,17804,25457,6827,39998,15517,72054,17727,27577,45265,42550,15797,52800,6052,105600,12605,70462,17830,55500,29000,33520
3/21/2023,8820,16980,28450,29074,8260,6220,80893,40244,47855,47839,38685,13744,32047,7040,27938,25326,53858,13650,22344,48435,33439,36821,12050,31077,10937,4894,15721,66356,57728,13150,82995,13349,12150,48679,14196,16303,14355,22638,23440,11422,18591,15231,14355,47310,22200,54027,23818,37700,11419,14399,12000,80100,38134,15800,22697,25868,11050,10267,15900,23914,10481,37859,32818,77064,13200,12349,37036,19700,18422,49860,89952,5800,13136,6440,62541,8601,44000,26733,19242,24600,17971,25554,6904,39998,15517,73240,18137,28858,45346,45400,15951,52800,6139,103800,13000,70557,18418,55500,29450,33433
3/22/2023,8850,16945,28450,29025,8200,6230,80400,40909,48352,47839,38378,13600,31461,7010,28950,25505,53858,13600,22572,48055,32160,37056,12250,31123,10889,4815,16103,66696,56347,13277,82754,13302,12000,48582,14245,16269,14561,23049,23320,11378,18455,14995,14791,46935,22200,54814,23728,38000,11497,14440,12050,80500,37589,15600,22697,26046,11100,10267,16000,23697,10752,37907,32818,76967,13150,11490,37036,19750,18243,49860,90677,5800,13046,6500,62726,8643,44000,26733,19098,24800,18071,25409,6942,39998,15661,75356,17909,29005,45103,47650,15912,52800,6131,104800,13000,70557,19006,55000,29700,33433
3/23/2023,8930,17190,28250,29170,8240,6240,80794,40732,48186,47741,38378,13840,31695,7090,30000,25684,53858,13600,22572,48055,32751,36727,12500,31400,11126,4799,16103,66271,55139,13909,82432,13255,12150,48679,14245,16712,14561,23235,23240,11466,18546,15137,14936,46935,22200,57963,23773,38100,11613,14440,12100,79000,37441,15900,22894,26091,11150,10401,16300,23914,10842,37618,33905,76577,13200,11736,37549,20000,18332,49935,90919,5800,13136,6500,62356,8898,43900,26733,19579,25000,18238,25409,7029,39537,15841,76796,17909,30926,45022,48000,15874,52800,6148,105700,13308,71410,19052,55000,29300,33085
3/24/2023,9000,17226,28250,29895,8280,6300,80893,40421,47689,47351,38246,13887,31734,7100,29550,25505,53954,13700,22116,48055,32554,37432,12750,31169,11221,4736,16187,66781,56089,13688,82352,13302,12300,48291,14540,16712,14891,23235,23680,11510,18546,15042,14694,46841,22600,58456,24182,38150,12040,14730,12150,78000,37589,15900,24466,25860,11900,10534,16350,23914,11158,38003,34378,77064,13250,11245,37642,20050,18422,50232,90822,5800,13136,6660,61986,8898,43800,26359,19675,25050,18838,25651,7077,39921,15805,75356,18318,30581,44457,49000,16104,53300,6313,106200,13440,71126,19142,55300,29250,33085
