time,aapl,amd,msft
2017-11-15,42.18,11.05,82.77
2017-11-16,42.84,11.24,83.14
2017-11-17,42.49,11.37,82.39
2017-11-20,42.49,11.34,82.53
2017-11-21,43.28,11.39,83.72
2017-11-22,43.74,11.38,83.07
2017-11-24,43.74,11.38,83.26
2017-11-27,43.55,11.55,83.9
2017-11-28,43.22,11.17,84.85
2017-11-29,42.36,10.82,83.36
2017-11-30,43.01,10.89,84.23
2017-12-01,42.77,10.73,84.21
2017-12-04,42.47,10.04,81.14
2017-12-05,42.44,9.93,81.65
2017-12-06,42.25,9.99,82.78
2017-12-07,42.36,10.04,82.46
2017-12-08,42.25,9.96,84.12
2017-12-11,43.17,10.14,85.22
2017-12-12,42.91,9.91,85.57
2017-12-13,43.09,10.11,85.31
2017-12-14,43.07,10.14,84.81
2017-12-15,43.44,10.3,86.72
2017-12-18,44.15,10.98,86.44
2017-12-19,43.59,10.95,85.9
2017-12-20,43.58,10.98,85.54
2017-12-21,43.76,10.88,85.56
2017-12-22,43.75,10.55,85.56
2017-12-26,42.6,10.46,85.38
2017-12-27,42.62,10.54,85.66
2017-12-28,42.71,10.55,85.74
2017-12-29,42.32,10.29,85.58
2018-01-02,43.03,11.0,85.97
2018-01-03,43.0,11.56,86.32
2018-01-04,43.26,12.11,87.11
2018-01-05,43.75,11.88,88.13
2018-01-08,43.59,12.3,88.25
2018-01-09,43.61,11.82,88.19
2018-01-10,43.55,11.96,87.83
2018-01-11,43.81,12.14,88.07
2018-01-12,44.22,12.02,89.56
2018-01-16,44.08,11.91,88.44
2018-01-17,44.78,12.18,90.08
2018-01-18,44.79,12.47,90.11
2018-01-19,44.56,12.59,90.0
2018-01-22,44.19,12.65,91.53
2018-01-23,44.26,12.94,92.01
2018-01-24,43.54,12.71,91.88
2018-01-25,42.8,12.42,92.37
2018-01-26,42.84,12.95,93.94
2018-01-29,42.04,13.32,94.0
2018-01-30,41.74,12.88,92.79
2018-01-31,41.82,13.72,95.05
2018-02-01,41.93,13.26,94.34
2018-02-02,40.07,12.45,91.89
2018-02-05,39.31,11.55,88.8
2018-02-06,40.61,11.63,90.97
2018-02-07,39.91,11.65,89.77
2018-02-08,39.01,11.26,85.41
2018-02-09,38.95,11.28,87.92
2018-02-12,40.68,11.68,89.06
2018-02-13,41.11,11.79,89.94
2018-02-14,41.83,12.2,90.84
2018-02-15,43.21,12.18,92.49
2018-02-16,43.14,11.85,92.15
2018-02-20,42.96,12.02,92.8
2018-02-21,42.78,11.73,91.61
2018-02-22,43.15,11.84,91.84
2018-02-23,43.86,12.06,93.99
2018-02-26,44.68,12.41,95.24
2018-02-27,44.64,12.53,94.44
2018-02-28,44.58,12.13,94.0
2018-03-01,43.73,11.9,92.8
2018-03-02,44.04,11.84,92.99
2018-03-05,44.25,11.9,93.7
2018-03-06,44.12,11.76,93.15
2018-03-07,43.71,12.23,93.79
2018-03-08,44.17,11.96,94.21
2018-03-09,44.97,11.7,96.4
2018-03-12,45.5,11.53,97.03
2018-03-13,44.98,11.63,94.34
2018-03-14,44.58,11.36,93.78
2018-03-15,44.7,11.44,94.25
2018-03-16,44.53,11.49,94.46
2018-03-19,43.82,11.44,92.94
2018-03-20,43.82,11.11,93.2
2018-03-21,42.85,11.25,92.54
2018-03-22,42.2,10.93,89.8
2018-03-23,41.31,10.63,87.4
2018-03-26,43.24,10.42,93.85
2018-03-27,42.06,9.99,89.41
2018-03-28,41.63,9.82,89.44
2018-03-29,42.22,10.04,91.48
2018-04-02,41.64,9.53,88.46
2018-04-03,42.05,9.52,89.61
2018-04-04,42.99,9.78,92.62
2018-04-05,43.28,10.02,92.59
2018-04-06,42.11,9.61,90.1
2018-04-09,42.52,9.52,90.7
2018-04-10,43.28,9.97,92.79
2018-04-11,43.07,9.82,91.71
2018-04-12,43.57,10.08,93.69
2018-04-13,43.69,9.94,93.09
2018-04-16,43.98,10.09,94.24
2018-04-17,44.56,10.52,96.11
2018-04-18,44.45,10.37,96.5
2018-04-19,43.24,10.14,96.0
2018-04-20,41.48,10.0,94.87
2018-04-23,41.29,10.04,95.29
2018-04-24,40.68,10.09,93.04
2018-04-25,40.88,9.74,92.28
2018-04-26,41.02,11.0,94.59
2018-04-27,40.61,11.12,96.02
2018-04-30,41.37,10.88,93.66
2018-05-01,42.27,11.14,95.0
2018-05-02,44.18,10.99,93.55
2018-05-03,44.19,10.92,93.98
2018-05-04,45.9,11.28,94.95
2018-05-07,46.29,11.6,96.21
2018-05-08,46.47,11.61,95.66
2018-05-09,46.79,11.96,96.8
2018-05-10,47.5,12.13,97.82
2018-05-11,47.11,11.96,97.58
2018-05-14,47.03,12.23,97.99
2018-05-15,46.6,12.46,97.27
2018-05-16,47.0,12.81,97.05
2018-05-17,46.8,12.82,96.3
2018-05-18,46.61,13.02,96.48
2018-05-21,46.91,12.99,97.62
2018-05-22,46.8,13.0,97.55
2018-05-23,47.1,13.12,98.67
2018-05-24,47.02,13.41,98.3
2018-05-25,47.14,13.54,98.27
2018-05-29,46.98,13.39,98.04
2018-05-30,46.92,13.82,99.01
2018-05-31,46.73,13.73,98.79
2018-06-01,47.54,14.38,100.62
2018-06-04,47.96,14.85,101.7
2018-06-05,48.34,14.85,102.21
2018-06-06,48.49,15.66,102.44
2018-06-07,48.35,14.89,100.87
2018-06-08,47.92,15.26,101.67
2018-06-11,47.8,15.75,101.09
2018-06-12,48.07,15.84,101.33
2018-06-13,47.64,16.3,100.82
2018-06-14,47.7,16.27,101.38
2018-06-15,47.25,16.33,100.35
2018-06-18,47.21,17.12,100.87
2018-06-19,46.44,16.69,100.94
2018-06-20,46.64,16.53,101.98
2018-06-21,46.35,15.63,101.16
2018-06-22,46.31,15.79,100.34
2018-06-25,45.59,15.13,98.46
2018-06-26,46.1,15.5,99.11
2018-06-27,46.05,15.0,97.65
2018-06-28,46.39,15.31,98.7
2018-06-29,46.42,14.99,98.79
2018-07-02,46.77,15.13,99.98
2018-07-03,45.98,15.0,99.05
2018-07-05,46.38,15.5,99.81
2018-07-06,47.01,16.39,101.18
2018-07-09,47.64,16.62,101.79
2018-07-10,47.57,16.56,102.1
2018-07-11,46.98,16.27,101.99
2018-07-12,47.78,16.55,104.24
2018-07-13,47.87,16.27,105.45
2018-07-16,47.68,16.58,104.84
2018-07-17,47.86,16.87,105.98
2018-07-18,47.61,16.86,105.13
2018-07-19,47.96,16.69,104.28
2018-07-20,47.76,16.48,106.32
2018-07-23,47.9,16.65,108.0
2018-07-24,48.22,16.19,107.67
2018-07-25,48.63,16.06,110.68
2018-07-26,48.58,18.37,109.71
2018-07-27,47.68,18.91,107.61
2018-07-30,47.47,19.4,105.37
2018-07-31,47.68,18.38,106.2
2018-08-01,50.43,18.49,106.21
2018-08-02,51.91,18.8,107.64
2018-08-03,51.96,18.49,107.9
2018-08-06,52.27,19.43,108.1
2018-08-07,51.79,19.57,108.88
2018-08-08,51.83,19.62,109.57
2018-08-09,52.24,19.1,109.71
2018-08-10,51.9,19.06,109.07
2018-08-13,52.26,19.72,108.23
2018-08-14,52.43,20.02,109.66
2018-08-15,52.59,19.68,107.62
2018-08-16,53.32,19.31,107.42
2018-08-17,54.44,19.77,107.59
2018-08-20,53.82,19.96,106.82
2018-08-21,53.82,20.4,106.04
2018-08-22,53.79,20.89,107.16
2018-08-23,53.87,22.29,107.51
2018-08-24,54.04,23.99,108.36
2018-08-27,54.46,25.25,109.57
2018-08-28,54.9,25.03,110.27
2018-08-29,55.75,25.22,111.87
2018-08-30,56.27,24.88,111.77
2018-08-31,56.96,25.23,112.39
2018-09-04,57.1,28.05,111.76
2018-09-05,56.66,28.52,108.46
2018-09-06,55.78,27.84,108.85
2018-09-07,55.36,27.39,108.35
2018-09-10,54.61,29.88,109.42
2018-09-11,55.99,30.11,111.22
2018-09-12,55.16,32.25,111.73
2018-09-13,56.59,30.54,112.92
2018-09-14,55.91,32.74,113.41
2018-09-17,54.44,32.43,112.1
2018-09-18,54.61,31.93,113.37
2018-09-19,54.62,31.21,111.7
2018-09-20,55.06,31.2,113.64
2018-09-21,54.5,30.98,113.95
2018-09-24,55.26,32.61,114.8
2018-09-25,55.56,32.56,114.33
2018-09-26,55.07,32.17,113.97
2018-09-27,56.36,32.62,114.69
2018-09-28,56.4,30.88,114.41
2018-10-01,56.83,31.41,115.61
2018-10-02,57.37,28.95,115.11
2018-10-03,58.01,28.43,115.05
2018-10-04,56.92,27.77,112.78
2018-10-05,56.0,27.35,112.06
2018-10-08,55.98,26.46,110.91
2018-10-09,56.73,27.24,112.3
2018-10-10,54.17,24.97,106.24
2018-10-11,53.73,25.34,106.12
2018-10-12,55.63,26.37,109.84
2018-10-15,54.43,26.31,107.86
2018-10-16,55.61,28.19,111.0
2018-10-17,55.24,27.29,110.68
2018-10-18,53.97,26.59,108.26
2018-10-19,54.87,23.67,108.59
2018-10-22,55.25,25.02,109.86
2018-10-23,55.61,25.04,107.89
2018-10-24,53.69,22.9,102.06
2018-10-25,55.06,19.28,108.79
2018-10-26,53.8,17.62,106.15
2018-10-29,53.0,16.86,103.85
2018-10-30,53.39,17.16,103.87
2018-10-31,54.8,18.27,106.88
2018-11-01,55.5,20.23,105.7
2018-11-02,51.41,20.26,106.01
2018-11-05,50.36,19.93,107.56
2018-11-06,51.0,20.67,107.63
2018-11-07,52.47,21.79,111.89
2018-11-08,52.08,21.2,111.61
2018-11-09,51.1,21.05,109.75
2018-11-12,48.53,19.07,106.85
2018-11-13,48.09,19.6,107.04
2018-11-14,46.65,20.82,105.06
2018-11-15,47.77,21.47,107.07
2018-11-16,48.47,20.65,108.41
2018-11-19,46.43,19.15,104.47
2018-11-20,44.16,19.18,101.62
2018-11-21,44.31,18.76,103.44
2018-11-23,43.07,19.38,103.07
2018-11-26,43.59,20.07,106.49
2018-11-27,43.55,21.01,107.05
2018-11-28,45.28,21.26,111.11
2018-11-29,44.92,21.43,110.29
2018-11-30,44.57,21.28,110.53
2018-12-03,46.14,23.68,111.89
2018-12-04,44.18,21.11,108.57
2018-12-06,43.61,21.27,108.96
2018-12-07,42.11,19.45,104.85
2018-12-10,42.46,19.98,107.78
2018-12-11,42.19,20.0,108.78
2018-12-12,42.32,20.52,109.33
2018-12-13,42.69,19.86,109.44
2018-12-14,41.39,19.88,106.06
2018-12-17,41.04,18.75,102.73
2018-12-18,41.56,19.44,103.91
2018-12-19,40.29,18.18,104.01
2018-12-20,39.2,17.87,101.46
2018-12-21,37.79,16.96,98.24
2018-12-24,36.71,16.65,94.13
2018-12-26,39.24,17.85,100.42
2018-12-27,38.91,17.45,100.6
2018-12-28,39.02,17.81,100.35
2018-12-31,39.18,18.4,100.83
2019-01-02,39.38,18.82,101.01
2019-01-03,35.57,17.1,97.5
2019-01-04,37.03,18.97,101.77
2019-01-07,36.98,20.58,102.15
2019-01-08,37.66,20.76,102.73
2019-01-09,38.34,20.19,104.25
2019-01-10,38.39,19.76,103.57
2019-01-11,38.01,20.26,102.81
2019-01-14,37.44,20.25,102.12
2019-01-15,38.24,20.38,104.78
2019-01-16,38.73,19.76,105.39
2019-01-17,38.88,20.26,106.1
2019-01-18,39.15,20.73,107.6
2019-01-22,38.23,19.76,105.32
2019-01-23,38.42,19.78,106.54
2019-01-24,38.16,20.84,106.24
2019-01-25,39.38,21.95,106.95
2019-01-28,39.02,20.19,105.01
2019-01-29,38.63,19.26,102.89
2019-01-30,41.37,23.09,106.29
2019-01-31,41.66,24.4,104.46
2019-02-01,41.66,24.48,102.62
2019-02-04,42.75,24.09,105.62
2019-02-05,43.5,23.27,107.11
2019-02-06,43.54,23.26,106.07
2019-02-07,42.66,22.67,105.19
2019-02-08,42.51,23.04,105.42
2019-02-11,42.36,22.93,105.26
2019-02-12,42.69,22.81,106.84
2019-02-13,42.5,22.86,106.78
2019-02-14,42.75,23.14,106.96
2019-02-15,42.56,23.69,108.13
2019-02-19,42.71,23.96,108.13
2019-02-20,42.96,23.93,107.11
2019-02-21,42.74,23.91,109.37
2019-02-22,43.18,24.32,110.98
2019-02-25,43.55,24.72,111.64
2019-02-26,43.56,24.24,112.38
2019-02-27,43.73,23.47,112.2
2019-02-28,43.33,23.5,111.96
2019-03-01,43.72,23.67,112.52
2019-03-04,43.94,23.32,112.18
2019-03-05,43.94,23.52,111.99
2019-03-06,43.69,22.4,111.91
2019-03-07,43.14,22.11,110.37
2019-03-08,43.23,22.02,110.63
2019-03-11,44.75,22.96,112.77
2019-03-12,45.18,23.45,113.56
2019-03-13,45.42,23.39,114.39
2019-03-14,45.98,22.81,114.67
2019-03-15,46.57,23.29,115.88
2019-03-18,46.99,23.24,117.51
2019-03-19,46.53,26.04,117.52
2019-03-20,47.08,25.73,117.65
2019-03-21,48.9,27.93,119.99
2019-03-22,47.77,26.35,117.28
2019-03-25,47.18,25.97,117.86
2019-03-26,46.64,25.67,117.78
2019-03-27,47.06,24.88,116.58
2019-03-28,47.13,25.1,117.01
2019-03-29,47.47,25.51,117.84
2019-04-01,47.8,26.38,118.93
2019-04-02,48.61,26.76,119.35
2019-04-03,48.83,29.0,119.94
2019-04-04,48.89,29.1,119.34
2019-04-05,49.25,28.98,119.77
2019-04-08,50.01,28.51,119.85
2019-04-09,49.85,27.23,119.19
2019-04-10,50.12,27.81,120.19
2019-04-11,49.71,27.79,120.23
2019-04-12,49.68,27.86,120.85
2019-04-15,49.75,27.33,121.05
2019-04-16,49.86,27.88,120.69
2019-04-17,50.77,27.5,121.7
2019-04-18,50.99,27.68,123.48
2019-04-22,51.12,28.17,123.75
2019-04-23,51.82,27.96,125.34
2019-04-24,51.84,28.48,125.07
2019-04-25,51.3,27.66,129.21
2019-04-26,51.02,27.89,129.73
2019-04-29,51.15,27.7,129.81
2019-04-30,50.21,27.62,130.57
2019-05-01,52.7,26.81,127.8
2019-05-02,52.23,28.27,126.03
2019-05-03,52.94,28.26,128.88
2019-05-06,52.11,27.4,128.02
2019-05-07,50.67,26.64,125.39
2019-05-08,50.75,27.15,125.65
2019-05-09,50.1,27.22,125.51
2019-05-10,49.22,27.93,127.01
2019-05-13,46.41,26.25,123.32
2019-05-14,47.21,27.36,124.9
2019-05-15,47.72,27.59,126.01
2019-05-16,47.49,28.04,128.81
2019-05-17,47.3,27.48,128.07
2019-05-20,45.78,26.72,126.29
2019-05-21,46.66,27.34,126.92
2019-05-22,45.67,27.44,127.79
2019-05-23,44.93,26.34,126.06
2019-05-24,44.69,26.49,126.07
2019-05-28,44.67,29.11,126.38
2019-05-29,44.42,28.07,125.15
2019-05-30,44.54,28.01,125.61
2019-05-31,43.81,27.46,123.77
2019-06-03,43.32,27.61,120.04
2019-06-04,44.94,29.55,123.19
2019-06-05,45.7,29.53,125.77
2019-06-06,46.26,31.85,127.78
2019-06-07,47.53,32.41,131.39
2019-06-10,48.2,33.2,132.68
2019-06-11,48.69,32.41,132.0
2019-06-12,48.46,32.19,131.32
2019-06-13,48.49,31.33,132.16
2019-06-14,48.21,30.38,132.47
2019-06-17,48.43,29.18,132.69
2019-06-18,49.61,30.44,135.21
2019-06-19,49.48,30.49,135.77
2019-06-20,49.9,30.0,137.04
2019-06-21,49.71,29.08,137.05
2019-06-24,49.66,29.25,137.84
2019-06-25,48.9,28.84,133.56
2019-06-26,49.96,29.91,133.95
2019-06-27,49.94,30.79,134.25
2019-06-28,49.46,30.41,133.97
2019-07-01,50.33,31.2,135.49
2019-07-02,50.63,31.23,136.48
2019-07-03,51.1,31.19,137.46
2019-07-05,50.98,31.48,136.99
2019-07-08,49.96,32.02,136.99
2019-07-09,50.34,33.15,136.57
2019-07-10,50.78,33.79,137.74
2019-07-11,50.46,33.04,138.32
2019-07-12,50.8,33.23,138.77
2019-07-15,51.22,34.4,138.73
2019-07-16,51.07,33.85,137.01
2019-07-17,50.87,33.6,136.37
2019-07-18,51.36,32.94,136.32
2019-07-19,50.62,32.52,136.66
2019-07-22,51.79,32.82,138.51
2019-07-23,52.13,33.46,139.2
2019-07-24,52.09,34.1,140.6
2019-07-25,51.69,33.68,140.06
2019-07-26,52.0,34.04,141.5
2019-07-29,52.45,33.5,141.04
2019-07-30,52.14,33.93,140.2
2019-07-31,53.33,30.44,136.39
2019-08-01,52.07,29.83,138.26
2019-08-02,50.91,29.44,136.73
2019-08-05,48.32,27.99,132.32
2019-08-06,49.24,28.87,134.77
2019-08-07,49.89,29.28,135.6
2019-08-08,50.84,33.93,138.74
2019-08-09,50.23,34.17,137.64
2019-08-12,50.17,32.4,135.9
2019-08-13,52.25,32.08,138.51
2019-08-14,50.7,30.27,134.11
2019-08-15,50.45,29.69,133.78
2019-08-16,51.67,31.22,136.19
2019-08-19,52.61,31.47,138.39
2019-08-20,52.64,30.72,137.47
2019-08-21,53.16,31.73,138.81
2019-08-22,53.15,31.87,137.93
2019-08-23,50.59,29.46,133.2
2019-08-26,51.5,30.22,135.26
2019-08-27,51.07,30.09,135.57
2019-08-28,51.35,30.78,135.46
2019-08-29,52.22,31.47,138.0
2019-08-30,52.06,31.45,137.69
2019-09-03,51.41,30.92,136.1
2019-09-04,52.3,30.92,137.6
